release_date,title,publisher,rating_scheme,rating,source_url
2024-09-12,Rugrats: Adventures in Gameland,The MIX Games Inc,IARC,7+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-12,写真を見て答えよう！国あて3ヒントクイズ！ 〜世界の文化と国旗が学べる教養クイズゲーム〜,TT,IARC,3+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-12,Robot vs Monsters,Zakym,IARC,7+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-12,マーベルVSカプコン ファイティングコレクション アーケードクラシックス,カプコン,CERO,B,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-12,古書店街の橋姫 々 満天,dramatic create/ヒューネックス,IARC,7+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-12,キャンプで目指せ全国制覇!定期テスト暗記トラベラー理科社会,ベネッセコーポレーション,CERO,A,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-12,クイズでなかまを救え! 世界地図パネルバトル,不明,"","",https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-12,バトルでなかまを救え! 歴史オールスタークイズ,不明,"","",https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-12,バトルで進化!小学校完成モンスターアドベンチャー国語・算数・英語,不明,"","",https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-12,リズムに あわせて ほって! なげて! けいさんパズルアドベンチャー,不明,"","",https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-12,天才数学者からの挑戦状 カードバトル in 小数の国,不明,"","",https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-12,都道府県 陣取りバトル47,不明,"","",https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-12,走って!飛んで!体感クイズバトル 忍者おさらいRUN〜漢字・計算・英単語〜,不明,"","",https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-12,無人島で探検!発見! 理科社会すごろクイズアドベンチャー,不明,"","",https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-13,Celestia: Chain of Fate,PQube,IARC,12+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-13,METRO QUESTER / OSAKA,ケムコ,IARC,12+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-13,Samurai Kento,ラタライカゲームス,IARC,7+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-18,Ziggy,Afil Games,IARC,3+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-18,The Plucky Squire 〜ジョットと不思議なカラクリ絵本〜,Devolver Digital,CERO,A,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-19,"Jump, Dodge, Die, Repeat",404 Games,IARC,7+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-19,Samurai Katana Rampage: Stickman Saga,404 Games,IARC,7+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-19,Between Horizons,Assemble Entertainment,IARC,12+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-19,BZZZT: バズボット!,Cinemax (ゲーム開発者),IARC,3+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-19,A Night On The Farm,eastasiasoft,IARC,16+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-19,LUMbA: REDUX,Elushis,IARC,16+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-19,ザ・ラスト・ショット,First Press Games,IARC,12+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-19,勇気の推理 海苔8 優しさの定義,HERO GAME,IARC,3+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-19,ムーンレスムーン,KAMITSUBAKI STUDIO,IARC,3+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-19,サカバンバスピスクロニクル,KIMIDORI SOFT,IARC,12+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-19,シーズンスプリー,Kitewing Studio,IARC,3+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-19,pureya,Mameshiba Games,IARC,3+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-19,くるくるパズルくらべてわかる宇宙のはなし－最初に宇宙に行った生き物ってなに? クイズで学べる勉強雑学教養豆知識学習ゲーム－,MASK,IARC,3+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-19,方塊独,Max Interactive Studio,IARC,3+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-19,シティー・ドライバー ポリス・パーキング・シミュレーター,Megame,IARC,3+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-19,ゾンビー・アタック ゾンビズ・サバイバル・シューター,Megame,IARC,7+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-19,Hentai Girls: Crazy Cowgirl,Pakotime,IARC,12+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-19,不思議の幻想郷 -FORESIGHT-,Phoenixx,CERO,B,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-19,Mech Wars,Pix Arts,IARC,7+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-19,未解決事件は終わらせないといけないから,PLAYISM,IARC,3+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-19,Cricket: Jae's Really Peculiar Game,PM Studios,IARC,3+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-19,たまごねこ,RAWRLAB Games,IARC,3+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-19,Hot&Hentai,RedDeerGames,IARC,12+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-19,Spot The Difference Food & Drink,Sabec,IARC,3+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-19,机でドッジボール2,SAT-BOX,IARC,3+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-19,Keylocker / ターンベース・サイバーパンク・アクション,Serenity Forge,IARC,7+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-19,Hidden Cats in Berlin,Silesia Games,IARC,3+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-19,ブーム・スラング,Skermunkel Studios,IARC,12+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-19,Garden Witch Life,Soedesco,IARC,3+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-19,ピクセルぬりえ〜コレクション4〜,ToastieLabs,IARC,3+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-19,ハント・アンド・ファイト:アクションRPG,Two Cakes Studio,IARC,7+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-19,リア充爆発しろ! Normies Should Burn!,サイバーステップ,IARC,12+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-19,ゼロアワー キルゾーン,トローゼ,IARC,16+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-20,Loddlenaut,Secret Mode,IARC,3+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-20,虹の降る海,ジー・モード,IARC,7+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-20,They Came From the Sky 2,ラタライカゲームス,IARC,7+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-24,Aura of Worlds,Hidden Trap,IARC,7+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-25,Beyond Galaxyland,United Label,IARC,7+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-26,Gallop Glory: Obstacle Racing & Horse Simulator,16BIT,IARC,3+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-26,Exographer,Abylight,IARC,3+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-26,Astrea: Six-Sided Oracles,Akupara Games,IARC,7+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-26,右折シミュレーター,Blacksmith DoubleCircle,IARC,12+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-26,Anime Puzzle Quest: The Magical Girls Adventure - アニメパズルクエスト: 魔法少女の冒険,CGI LAB,IARC,12+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-26,Heavy Hand: Pixel Tree Roset Fury - ヘビーハンド: ピクセル ツリー ロゼット フューリー,CGI LAB,IARC,3+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-26,Highway Legends: Traffic Speed Racer - ハイウェイ・レジェンド: トラフィック・スピード・レーサー,CGI LAB,IARC,3+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-26,Zombie Survivors,Cube Games,IARC,3+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-26,Colorizing: Good Times,D-Games,IARC,3+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-26,ダンラブゴルフ,DanLabG,IARC,3+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-26,Western Slot Machine,eastasiasoft,CERO,C,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-26,ZombFarm,eastasiasoft,IARC,7+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-26,Liquidation: Zombie Apocalypse,Eclipse Interactive,IARC,7+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-26,ペーパーダッシュ ラスベガス,EpiXR Games,IARC,3+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-26,ニューヨーク・ミステリーズ:ハイ・ボルテージ,FIVE-BN STUDIO,IARC,12+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-26,キャッシュ・カウ Cash Cow DX,Flynn's Arcade,IARC,7+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-26,ナイトスラッシャーズ:リメイク,Forever Entertainment,CERO,D,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-26,Restaurant Cooking Simulator,Halva Studio,IARC,3+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-26,銀の斧 - The Honest Elf,Happy Player,IARC,3+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-26,Wukong's Child: Monkey King Myth,Kanuni Games,IARC,12+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-26,レッツ城,Marginalact,IARC,3+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-26,ボールズ DX,Max Interactive Studio,IARC,3+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-26,Cat Rescue Story,Nacon,IARC,3+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-26,The Unexpected Quest,OverGamez,IARC,7+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-26,Anime Girls: Natty Nurse,Pakotime,IARC,12+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-26,ビーチボーイズ タロットホットカード,Red Fables,IARC,3+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-26,Dreamland Farm,RedDeerGames,IARC,3+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-26,DESTRUCTURE: Among Debris,RockGame,IARC,3+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-26,3 Minutes to Midnight,Scarecrow Studio,IARC,7+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
2024-09-26,Iron Meat,Screenwave Media,IARC,16+,https://ja.wikipedia.org/wiki/Nintendo_Switch%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7_%282024%E5%B9%B4%29
